FLASV,Kingdom,Phylum,Class,Order,Family,Genus,Species,Tax
FLASV4903.1355,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,AsCoM_g_745,AsCoM_s_3126,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Chitinophagales,f:Chitinophagaceae,g:AsCoM_g_745,s:AsCoM_s_3126,"
FLASV4904.1353,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,AKYH767,AsCoM_g_2675,AsCoM_s_4904,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Sphingobacteriales,f:AKYH767,g:AsCoM_g_2675,s:AsCoM_s_4904,"
FLASV4905.1379,Bacteria,Planctomycetota,BD7-11,AsCoM_o_4905,AsCoM_f_4905,AsCoM_g_4905,AsCoM_s_4905,"d:Bacteria,p:Planctomycetota,c:BD7-11,o:AsCoM_o_4905,f:AsCoM_f_4905,g:AsCoM_g_4905,s:AsCoM_s_4905,"
FLASV4906.1352,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,AsCoM_s_1685,"d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Oxalobacteraceae,g:Massilia,s:AsCoM_s_1685,"
FLASV4907.1365,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,AsCoM_s_4907,"d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Legionellales,f:Legionellaceae,g:Legionella,s:AsCoM_s_4907,"
FLASV4908.1373,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Bacteriovorax,AsCoM_s_2301,"d:Bacteria,p:Bdellovibrionota,c:Bdellovibrionia,o:Bacteriovoracales,f:Bacteriovoracaceae,g:Bacteriovorax,s:AsCoM_s_2301,"
FLASV4909.1358,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Aurantisolimonas,AsCoM_s_3728,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Chitinophagales,f:Chitinophagaceae,g:Aurantisolimonas,s:AsCoM_s_3728,"
FLASV4910.1353,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,AKYH767,AsCoM_g_1877,AsCoM_s_2658,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Sphingobacteriales,f:AKYH767,g:AsCoM_g_1877,s:AsCoM_s_2658,"
FLASV4911.1395,Bacteria,Planctomycetota,Phycisphaerae,S-70,AsCoM_f_3529,AsCoM_g_3529,AsCoM_s_3529,"d:Bacteria,p:Planctomycetota,c:Phycisphaerae,o:S-70,f:AsCoM_f_3529,g:AsCoM_g_3529,s:AsCoM_s_3529,"
FLASV4912.1345,Bacteria,SAR324_cladeMarine_group_B,AsCoM_c_3061,AsCoM_o_3061,AsCoM_f_3061,AsCoM_g_3061,AsCoM_s_4912,"d:Bacteria,p:SAR324_cladeMarine_group_B,c:AsCoM_c_3061,o:AsCoM_o_3061,f:AsCoM_f_3061,g:AsCoM_g_3061,s:AsCoM_s_4912,"
FLASV4913.1356,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Ramlibacter,AsCoM_s_2392,"d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Ramlibacter,s:AsCoM_s_2392,"
FLASV4914.1354,Bacteria,Acidobacteriota,Holophagae,Subgroup_7,AsCoM_f_1798,AsCoM_g_1875,AsCoM_s_4914,"d:Bacteria,p:Acidobacteriota,c:Holophagae,o:Subgroup_7,f:AsCoM_f_1798,g:AsCoM_g_1875,s:AsCoM_s_4914,"
FLASV4915.1377,Bacteria,Myxococcota,bacteriap25,AsCoM_o_71,AsCoM_f_71,AsCoM_g_71,AsCoM_s_525,"d:Bacteria,p:Myxococcota,c:bacteriap25,o:AsCoM_o_71,f:AsCoM_f_71,g:AsCoM_g_71,s:AsCoM_s_525,"
FLASV4916.1339,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,AsCoM_g_4916,AsCoM_s_4916,"d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Micromonosporales,f:Micromonosporaceae,g:AsCoM_g_4916,s:AsCoM_s_4916,"
FLASV4917.1359,Bacteria,Proteobacteria,Gammaproteobacteria,PLTA13,AsCoM_f_174,Acidibacter,AsCoM_s_3957,"d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:PLTA13,f:AsCoM_f_174,g:Acidibacter,s:AsCoM_s_3957,"
FLASV4918.1339,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Dyadobacter,AsCoM_s_527,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Cytophagales,f:Spirosomaceae,g:Dyadobacter,s:AsCoM_s_527,"
FLASV4919.1353,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,Hassallia,AsCoM_s_1308,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Cytophagales,f:Microscillaceae,g:Hassallia,s:AsCoM_s_1308,"
FLASV4920.1358,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,AsCoM_g_4920,AsCoM_s_4920,"d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Neisseriaceae,g:AsCoM_g_4920,s:AsCoM_s_4920,"
FLASV4921.1341,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Microlunatus,AsCoM_s_555,"d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Propionibacteriales,f:Propionibacteriaceae,g:Microlunatus,s:AsCoM_s_555,"
FLASV4922.1377,Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,Geobacteraceae,Geobacter,AsCoM_s_560,"d:Bacteria,p:Desulfobacterota,c:Desulfuromonadia,o:Geobacterales,f:Geobacteraceae,g:Geobacter,s:AsCoM_s_560,"
FLASV4923.1308,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,AsCoM_s_1981,"d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Novosphingobium,s:AsCoM_s_1981,"
FLASV4924.1354,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,AsCoM_g_1055,AsCoM_s_1903,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Cytophagales,f:Microscillaceae,g:AsCoM_g_1055,s:AsCoM_s_1903,"
FLASV4925.1309,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,AsCoM_f_3,Nordella,AsCoM_s_132,"d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:AsCoM_f_3,g:Nordella,s:AsCoM_s_132,"
FLASV4926.1367,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,AsCoM_s_3019,"d:Bacteria,p:Actinobacteriota,c:Thermoleophilia,o:Gaiellales,f:Gaiellaceae,g:Gaiella,s:AsCoM_s_3019,"
FLASV4927.1342,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Stenotrophobacter,AsCoM_s_2500,"d:Bacteria,p:Acidobacteriota,c:Blastocatellia,o:Blastocatellales,f:Blastocatellaceae,g:Stenotrophobacter,s:AsCoM_s_2500,"
FLASV4928.1303,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,AsCoM_s_2108,"d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Devosiaceae,g:Devosia,s:AsCoM_s_2108,"
FLASV4929.1323,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,Litorilinea,AsCoM_s_4929,"d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:Caldilineales,f:Caldilineaceae,g:Litorilinea,s:AsCoM_s_4929,"
FLASV4930.1377,Bacteria,Myxococcota,bacteriap25,AsCoM_o_71,AsCoM_f_71,AsCoM_g_71,AsCoM_s_71,"d:Bacteria,p:Myxococcota,c:bacteriap25,o:AsCoM_o_71,f:AsCoM_f_71,g:AsCoM_g_71,s:AsCoM_s_71,"
FLASV4931.1373,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,AsCoM_f_439,AsCoM_g_439,AsCoM_s_4931,"d:Bacteria,p:Acidobacteriota,c:Vicinamibacteria,o:Vicinamibacterales,f:AsCoM_f_439,g:AsCoM_g_439,s:AsCoM_s_4931,"
FLASV4932.1378,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,AsCoM_s_4932,"d:Bacteria,p:Verrucomicrobiota,c:Verrucomicrobiae,o:Chthoniobacterales,f:Chthoniobacteraceae,g:Chthoniobacter,s:AsCoM_s_4932,"
FLASV4933.1394,Bacteria,Dadabacteria,Dadabacteriia,Dadabacteriales,AsCoM_f_4933,AsCoM_g_4933,AsCoM_s_4933,"d:Bacteria,p:Dadabacteria,c:Dadabacteriia,o:Dadabacteriales,f:AsCoM_f_4933,g:AsCoM_g_4933,s:AsCoM_s_4933,"
FLASV4934.1333,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,AsCoM_g_496,AsCoM_s_496,"d:Bacteria,p:Gemmatimonadota,c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,g:AsCoM_g_496,s:AsCoM_s_496,"
FLASV4935.1305,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Durinskia_baltica,AsCoM_g_32,AsCoM_s_3174,"d:Bacteria,p:Cyanobacteria,c:Cyanobacteriia,o:Chloroplast,f:Durinskia_baltica,g:AsCoM_g_32,s:AsCoM_s_3174,"
FLASV4936.1312,Bacteria,Cyanobacteria,Cyanobacteriia,RD017,AsCoM_f_5,AsCoM_g_166,AsCoM_s_166,"d:Bacteria,p:Cyanobacteria,c:Cyanobacteriia,o:RD017,f:AsCoM_f_5,g:AsCoM_g_166,s:AsCoM_s_166,"
FLASV4937.1387,Bacteria,Methylomirabilota,Methylomirabilia,Rokubacteriales,AsCoM_f_568,AsCoM_g_568,AsCoM_s_4937,"d:Bacteria,p:Methylomirabilota,c:Methylomirabilia,o:Rokubacteriales,f:AsCoM_f_568,g:AsCoM_g_568,s:AsCoM_s_4937,"
FLASV4938.1324,Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Ca_Solibacter,AsCoM_s_1503,"d:Bacteria,p:Acidobacteriota,c:Acidobacteriae,o:Solibacterales,f:Solibacteraceae,g:Ca_Solibacter,s:AsCoM_s_1503,"
FLASV4939.1339,Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,AsCoM_f_813,AsCoM_g_3136,AsCoM_s_3136,"d:Bacteria,p:Actinobacteriota,c:Acidimicrobiia,o:IMCC26256,f:AsCoM_f_813,g:AsCoM_g_3136,s:AsCoM_s_3136,"
FLASV4940.1337,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,AsCoM_f_220,AsCoM_g_220,AsCoM_s_252,"d:Bacteria,p:Acidobacteriota,c:Acidobacteriae,o:Acidobacteriales,f:AsCoM_f_220,g:AsCoM_g_220,s:AsCoM_s_252,"
FLASV4941.1350,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,AsCoM_s_3125,"d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Oxalobacteraceae,g:Massilia,s:AsCoM_s_3125,"
FLASV4942.1361,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,AsCoM_s_296,"d:Bacteria,p:Nitrospirota,c:Nitrospiria,o:Nitrospirales,f:Nitrospiraceae,g:Nitrospira,s:AsCoM_s_296,"
FLASV4943.1315,Bacteria,Chloroflexi,JG30-KF-CM66,AsCoM_o_179,AsCoM_f_2726,AsCoM_g_2726,AsCoM_s_4943,"d:Bacteria,p:Chloroflexi,c:JG30-KF-CM66,o:AsCoM_o_179,f:AsCoM_f_2726,g:AsCoM_g_2726,s:AsCoM_s_4943,"
FLASV4944.1320,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,AsCoM_f_220,AsCoM_g_1893,AsCoM_s_1893,"d:Bacteria,p:Acidobacteriota,c:Acidobacteriae,o:Acidobacteriales,f:AsCoM_f_220,g:AsCoM_g_1893,s:AsCoM_s_1893,"
FLASV4945.1384,Bacteria,Methylomirabilota,Methylomirabilia,Rokubacteriales,AsCoM_f_568,AsCoM_g_1076,AsCoM_s_4945,"d:Bacteria,p:Methylomirabilota,c:Methylomirabilia,o:Rokubacteriales,f:AsCoM_f_568,g:AsCoM_g_1076,s:AsCoM_s_4945,"
FLASV4946.1359,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella,AsCoM_s_4946,"d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Diplorickettsiales,f:Diplorickettsiaceae,g:Aquicella,s:AsCoM_s_4946,"
FLASV4947.1371,Bacteria,Myxococcota,Polyangia,Polyangiales,Phaselicystidaceae,Phaselicystis,AsCoM_s_4947,"d:Bacteria,p:Myxococcota,c:Polyangia,o:Polyangiales,f:Phaselicystidaceae,g:Phaselicystis,s:AsCoM_s_4947,"
FLASV4948.1346,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Rheinheimera,AsCoM_s_4948,"d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Enterobacterales,f:Alteromonadaceae,g:Rheinheimera,s:AsCoM_s_4948,"
FLASV4949.1357,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Fimbriiglobus,AsCoM_s_4949,"d:Bacteria,p:Planctomycetota,c:Planctomycetes,o:Gemmatales,f:Gemmataceae,g:Fimbriiglobus,s:AsCoM_s_4949,"
FLASV4950.1305,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,AsCoM_s_4950,"d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Rhizobiaceae,g:Mesorhizobium,s:AsCoM_s_4950,"
FLASV4951.1358,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,AsCoM_s_872,"d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Pseudomonadaceae,g:Pseudomonas,s:AsCoM_s_872,"
FLASV4952.1384,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Ca_Udaeobacter,AsCoM_s_3089,"d:Bacteria,p:Verrucomicrobiota,c:Verrucomicrobiae,o:Chthoniobacterales,f:Chthoniobacteraceae,g:Ca_Udaeobacter,s:AsCoM_s_3089,"
FLASV4953.1350,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Solimonadaceae,AsCoM_g_4953,AsCoM_s_4953,"d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Salinisphaerales,f:Solimonadaceae,g:AsCoM_g_4953,s:AsCoM_s_4953,"
FLASV4954.1381,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,AsCoM_f_2529,AsCoM_g_4954,AsCoM_s_4954,"d:Bacteria,p:Bdellovibrionota,c:Oligoflexia,o:0319-6G20,f:AsCoM_f_2529,g:AsCoM_g_4954,s:AsCoM_s_4954,"
FLASV4955.1345,Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,AsCoM_f_813,AsCoM_g_878,AsCoM_s_878,"d:Bacteria,p:Actinobacteriota,c:Acidimicrobiia,o:IMCC26256,f:AsCoM_f_813,g:AsCoM_g_878,s:AsCoM_s_878,"
FLASV4956.1366,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,AsCoM_s_594,"d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadaceae,g:Lysobacter,s:AsCoM_s_594,"
FLASV4957.1344,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,AsCoM_g_4957,AsCoM_s_4957,"d:Bacteria,p:Actinobacteriota,c:Acidimicrobiia,o:Microtrichales,f:Ilumatobacteraceae,g:AsCoM_g_4957,s:AsCoM_s_4957,"
FLASV4958.1352,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Rhizobacter,AsCoM_s_4958,"d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Rhizobacter,s:AsCoM_s_4958,"
FLASV4959.1378,Bacteria,Latescibacterota,AsCoM_c_180,AsCoM_o_180,AsCoM_f_180,AsCoM_g_180,AsCoM_s_4959,"d:Bacteria,p:Latescibacterota,c:AsCoM_c_180,o:AsCoM_o_180,f:AsCoM_f_180,g:AsCoM_g_180,s:AsCoM_s_4959,"
FLASV4960.1352,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,AsCoM_s_1295,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Sphingobacteriales,f:Sphingobacteriaceae,g:Mucilaginibacter,s:AsCoM_s_1295,"
FLASV4961.1380,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41,AsCoM_s_223,"d:Bacteria,p:Acidobacteriota,c:Blastocatellia,o:Pyrinomonadales,f:Pyrinomonadaceae,g:RB41,s:AsCoM_s_223,"
FLASV4962.1358,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_abietaniphila,"d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Pseudomonadaceae,g:Pseudomonas,s:Pseudomonas_abietaniphila,"
FLASV4963.1377,Bacteria,Myxococcota,bacteriap25,AsCoM_o_71,AsCoM_f_71,AsCoM_g_71,AsCoM_s_862,"d:Bacteria,p:Myxococcota,c:bacteriap25,o:AsCoM_o_71,f:AsCoM_f_71,g:AsCoM_g_71,s:AsCoM_s_862,"
FLASV4964.1355,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Ellin6067,AsCoM_s_4964,"d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Nitrosomonadaceae,g:Ellin6067,s:AsCoM_s_4964,"
FLASV4965.1357,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga,AsCoM_s_2636,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Chitinophagales,f:Chitinophagaceae,g:Chitinophaga,s:AsCoM_s_2636,"
FLASV4966.1351,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,AsCoM_g_1238,AsCoM_s_4966,"d:Bacteria,p:Gemmatimonadota,c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,g:AsCoM_g_1238,s:AsCoM_s_4966,"
FLASV4967.1342,Bacteria,Armatimonadota,AsCoM_c_294,AsCoM_o_320,AsCoM_f_2537,AsCoM_g_2537,AsCoM_s_4967,"d:Bacteria,p:Armatimonadota,c:AsCoM_c_294,o:AsCoM_o_320,f:AsCoM_f_2537,g:AsCoM_g_2537,s:AsCoM_s_4967,"
FLASV4968.1371,Bacteria,Latescibacterota,AsCoM_c_180,AsCoM_o_4968,AsCoM_f_4968,AsCoM_g_4968,AsCoM_s_4968,"d:Bacteria,p:Latescibacterota,c:AsCoM_c_180,o:AsCoM_o_4968,f:AsCoM_f_4968,g:AsCoM_g_4968,s:AsCoM_s_4968,"
FLASV4969.1357,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Georgfuchsia,AsCoM_s_2028,"d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Rhodocyclaceae,g:Georgfuchsia,s:AsCoM_s_2028,"
FLASV4970.1390,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,ADurb.Bin063-1,AsCoM_s_4970,"d:Bacteria,p:Verrucomicrobiota,c:Verrucomicrobiae,o:Pedosphaerales,f:Pedosphaeraceae,g:ADurb.Bin063-1,s:AsCoM_s_4970,"
FLASV4971.1365,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Undibacterium,AsCoM_s_4971,"d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Oxalobacteraceae,g:Undibacterium,s:AsCoM_s_4971,"
FLASV4972.1356,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans,AsCoM_s_1326,"d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Limnohabitans,s:AsCoM_s_1326,"
FLASV4973.1339,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,AsCoM_s_3779,"d:Bacteria,p:Planctomycetota,c:Planctomycetes,o:Pirellulales,f:Pirellulaceae,g:Pirellula,s:AsCoM_s_3779,"
FLASV4974.1363,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,AsCoM_g_4974,AsCoM_s_4974,"d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Diplorickettsiales,f:Diplorickettsiaceae,g:AsCoM_g_4974,s:AsCoM_s_4974,"
FLASV4975.1352,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,AsCoM_s_3036,"d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Oxalobacteraceae,g:Massilia,s:AsCoM_s_3036,"
FLASV4976.1357,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Pseudoflavitalea,AsCoM_s_581,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Chitinophagales,f:Chitinophagaceae,g:Pseudoflavitalea,s:AsCoM_s_581,"
FLASV4977.1338,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,AsCoM_f_470,AsCoM_g_2738,AsCoM_s_4977,"d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:RBG-13-54-9,f:AsCoM_f_470,g:AsCoM_g_2738,s:AsCoM_s_4977,"
FLASV4978.1308,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Anabaena_PCC-7122,AsCoM_s_4978,"d:Bacteria,p:Cyanobacteria,c:Cyanobacteriia,o:Cyanobacteriales,f:Nostocaceae,g:Anabaena_PCC-7122,s:AsCoM_s_4978,"
FLASV4979.1310,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,AsCoM_s_87,"d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Xanthobacteraceae,g:Bradyrhizobium,s:AsCoM_s_87,"
FLASV4980.1353,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,AKYH767,AsCoM_g_2675,AsCoM_s_4904,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Sphingobacteriales,f:AKYH767,g:AsCoM_g_2675,s:AsCoM_s_4904,"
FLASV4981.1353,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS_17,AsCoM_g_3906,AsCoM_s_4310,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Sphingobacteriales,f:env.OPS_17,g:AsCoM_g_3906,s:AsCoM_s_4310,"
FLASV4982.1352,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,AsCoM_s_1295,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Sphingobacteriales,f:Sphingobacteriaceae,g:Mucilaginibacter,s:AsCoM_s_1295,"
FLASV4983.1314,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Coleofasciculaceae,Microcoleus_SAG_1449-1a,AsCoM_s_347,"d:Bacteria,p:Cyanobacteria,c:Cyanobacteriia,o:Cyanobacteriales,f:Coleofasciculaceae,g:Microcoleus_SAG_1449-1a,s:AsCoM_s_347,"
FLASV4984.1315,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,AsCoM_g_2826,AsCoM_s_4984,"d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:SBR1031,f:A4b,g:AsCoM_g_2826,s:AsCoM_s_4984,"
FLASV4985.1314,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Rhodoplanes,AsCoM_s_1467,"d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Xanthobacteraceae,g:Rhodoplanes,s:AsCoM_s_1467,"
FLASV4986.1360,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,AsCoM_s_101,"d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Pseudomonadaceae,g:Pseudomonas,s:AsCoM_s_101,"
FLASV4987.1341,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Gordonia,AsCoM_s_4987,"d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Corynebacteriales,f:Nocardiaceae,g:Gordonia,s:AsCoM_s_4987,"
FLASV4988.1347,Bacteria,Acidobacteriota,Subgroup_11,AsCoM_o_128,AsCoM_f_292,AsCoM_g_1121,AsCoM_s_2526,"d:Bacteria,p:Acidobacteriota,c:Subgroup_11,o:AsCoM_o_128,f:AsCoM_f_292,g:AsCoM_g_1121,s:AsCoM_s_2526,"
FLASV4989.1346,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,AsCoM_g_4989,AsCoM_s_4989,"d:Bacteria,p:Planctomycetota,c:Planctomycetes,o:Pirellulales,f:Pirellulaceae,g:AsCoM_g_4989,s:AsCoM_s_4989,"
FLASV4990.1309,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylorosula,AsCoM_s_4990,"d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Beijerinckiaceae,g:Methylorosula,s:AsCoM_s_4990,"
FLASV4991.1353,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,AsCoM_g_436,AsCoM_s_1857,"d:Bacteria,p:Gemmatimonadota,c:Gemmatimonadetes,o:Gemmatimonadales,f:Gemmatimonadaceae,g:AsCoM_g_436,s:AsCoM_s_1857,"
FLASV4992.1313,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Chroococcidiopsaceae,AsCoM_g_1975,AsCoM_s_1975,"d:Bacteria,p:Cyanobacteria,c:Cyanobacteriia,o:Cyanobacteriales,f:Chroococcidiopsaceae,g:AsCoM_g_1975,s:AsCoM_s_1975,"
FLASV4993.1386,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,AsCoM_g_4993,AsCoM_s_4993,"d:Bacteria,p:Acidobacteriota,c:Vicinamibacteria,o:Vicinamibacterales,f:Vicinamibacteraceae,g:AsCoM_g_4993,s:AsCoM_s_4993,"
